merchant_id,merchant_name,category,city,region,mcc_code,risk_score,avg_transaction_uzs,is_online,years_registered
M00648,Kumush Plus,Transport,Bukhara,Bukhara,3098,11.8,288671,0,3
M00649,Shams Shop,Utilities,Samarkand,Samarkand,1406,14.5,58493,1,0
M00650,Zafar Plus,Restaurant,Jizzakh,Jizzakh,9832,12.3,95037,1,8
M00651,Nur Center,Telecom,Andijan,Andijan,2031,6.5,62405,0,2
M00652,Baxt Shop,Electronics,Guliston,Sirdaryo,4179,12.7,388704,0,4
M00653,Fayz Express,Restaurant,Samarkand,Samarkand,4368,20.5,168434,0,2
M00654,Nur Store,Online Shopping,Tashkent,Tashkent City,8194,20.0,53843,0,8
M00655,Oltin Bozor,Fuel,Andijan,Andijan,3472,11.4,84563,0,1
M00656,Shams Shop,ATM,Jizzakh,Jizzakh,9234,20.7,56384,0,9
M00657,Baraka Center,Fuel,Andijan,Andijan,2921,21.2,87152,0,9
M00658,Shams Market,Transport,Termez,Surxondaryo,8112,24.6,188801,0,9
M00659,Nur Express,Restaurant,Qarshi,Qashqadaryo,3940,18.1,73088,0,9
M00660,Shams Trade,Electronics,Tashkent,Tashkent City,2229,26.0,129273,1,0
M00661,Kumush Store,Utilities,Jizzakh,Jizzakh,1978,21.0,153761,1,1
M00662,Shams Express,ATM,Samarkand,Samarkand,6675,12.5,26036,0,2
M00663,Fayz Store,Pharmacy,Urgench,Xorazm,7547,33.9,30704,0,6
M00664,Oltin Store,Fuel,Samarkand,Samarkand,6671,17.2,81788,0,5
M00665,Kumush Bozor,Electronics,Termez,Surxondaryo,6342,16.6,58827,1,7
M00666,Oltin Service,Telecom,Jizzakh,Jizzakh,5769,58.4,166816,1,6
M00667,Zafar Market,Clothing,Guliston,Sirdaryo,3359,11.3,90909,1,5
M00668,Fayz Trade,Utilities,Termez,Surxondaryo,7976,47.0,212949,1,8
M00669,Nur Trade,Electronics,Tashkent,Tashkent City,2220,8.5,179078,1,5
M00670,Nur Center,Clothing,Tashkent,Tashkent City,2415,13.7,238987,0,4
M00671,Nur Plus,Telecom,Urgench,Xorazm,1375,15.3,78655,0,2
M00672,Zafar Shop,Electronics,Nukus,Karakalpakstan,6779,9.9,100604,1,8
M00673,Shams Store,Pharmacy,Samarkand,Samarkand,7116,21.0,598080,0,7
M00674,Fayz Shop,Electronics,Namangan,Namangan,8517,10.9,51892,1,7
M00675,Nur Express,ATM,Qarshi,Qashqadaryo,2920,14.9,204810,0,0
M00676,Yulduz Bozor,Pharmacy,Samarkand,Samarkand,6115,23.8,269463,0,0
M00677,Mehr Express,Fuel,Urgench,Xorazm,4879,55.4,175366,0,5
M00678,Baraka Center,Fuel,Urgench,Xorazm,9790,4.3,245464,0,6
M00679,Fayz Service,ATM,Qarshi,Qashqadaryo,6310,7.9,120020,1,4
M00680,Yulduz Market,Pharmacy,Fergana,Fergana,6927,7.8,176600,0,7
M00681,Kumush Plus,Electronics,Samarkand,Samarkand,4205,25.8,143378,1,8
M00682,Baraka Center,Clothing,Andijan,Andijan,7576,15.5,38895,0,4
M00683,Zafar Express,Cash,Bukhara,Bukhara,1332,26.1,100816,1,8
M00684,Fayz Express,Clothing,Fergana,Fergana,8851,6.3,35586,1,2
M00685,Fayz Store,Online Shopping,Jizzakh,Jizzakh,5716,20.5,199030,1,5
M00686,Fayz Shop,Electronics,Jizzakh,Jizzakh,6237,31.1,143444,0,2
M00687,Mehr Express,Cash,Jizzakh,Jizzakh,9449,8.1,257228,0,2
M00688,Kumush Service,Online Shopping,Andijan,Andijan,2469,48.8,48292,0,6
M00689,Baxt Trade,ATM,Termez,Surxondaryo,2154,5.9,129866,0,5
M00690,Zafar Store,Electronics,Nukus,Karakalpakstan,6735,30.9,133444,1,4
M00691,Yulduz Express,Pharmacy,Namangan,Namangan,4384,15.8,599952,0,5
M00692,Baraka Center,Electronics,Urgench,Xorazm,6199,28.6,102760,0,4
M00693,Baraka Express,Pharmacy,Namangan,Namangan,3830,15.0,77226,1,5
M00694,Nur Bozor,Electronics,Qarshi,Qashqadaryo,4669,14.4,123110,0,6
M00695,Zafar Bozor,Fuel,Tashkent,Tashkent City,3168,24.7,449789,1,4
M00696,Baraka Service,Clothing,Qarshi,Qashqadaryo,6736,14.9,238388,1,7
M00697,Oltin Shop,Clothing,Nukus,Karakalpakstan,6680,5.6,202286,0,1
M00698,Nur Express,Telecom,Tashkent,Tashkent City,7081,5.7,99581,0,5
M00699,Kumush Plus,Electronics,Andijan,Andijan,4331,1.8,100609,0,5
M00700,Yulduz Plus,Restaurant,Jizzakh,Jizzakh,4981,12.8,395807,0,1
M00701,Shams Store,Clothing,Bukhara,Bukhara,3826,21.0,85824,0,3
M00702,Shams Express,Online Shopping,Andijan,Andijan,6475,9.1,80579,1,9
M00703,Kumush Bozor,Fuel,Qarshi,Qashqadaryo,2534,16.6,31320,0,4
M00704,Fayz Bozor,Clothing,Samarkand,Samarkand,1652,39.2,34521,0,7
M00705,Shams Shop,Fuel,Bukhara,Bukhara,4270,3.4,298033,0,7
M00706,Baraka Store,Transport,Namangan,Namangan,6863,25.8,23731,0,2
M00707,Baxt Store,Utilities,Samarkand,Samarkand,9924,11.4,435203,0,6
M00708,Mehr Service,ATM,Nukus,Karakalpakstan,3037,7.6,97791,1,3
M00709,Zafar Service,Utilities,Nukus,Karakalpakstan,8808,18.2,161149,1,8
M00710,Nur Plus,Grocery,Bukhara,Bukhara,3015,32.5,280634,1,9
M00711,Yulduz Store,ATM,Termez,Surxondaryo,1863,22.8,74103,1,3
M00712,Fayz Trade,ATM,Fergana,Fergana,2544,5.5,193761,1,3
M00713,Oltin Trade,Fuel,Bukhara,Bukhara,6689,17.3,52912,0,3
M00714,Baxt Service,Pharmacy,Namangan,Namangan,4426,17.5,71864,0,7
M00715,Nur Express,Cash,Qarshi,Qashqadaryo,5342,28.4,170307,0,3
M00716,Kumush Bozor,Transport,Namangan,Namangan,3494,31.9,167459,0,4
M00717,Kumush Shop,Electronics,Samarkand,Samarkand,7108,9.1,160197,0,1
M00718,Nur Store,Telecom,Urgench,Xorazm,5883,19.6,391268,0,4
M00719,Yulduz Express,Fuel,Namangan,Namangan,9462,16.1,112817,0,1
M00720,Mehr Market,Pharmacy,Qarshi,Qashqadaryo,5460,16.9,434400,0,6
M00721,Kumush Plus,Restaurant,Jizzakh,Jizzakh,1815,9.8,125932,0,8
M00722,Shams Plus,Utilities,Tashkent,Tashkent City,8246,24.7,194423,1,1
M00723,Yulduz Plus,Restaurant,Samarkand,Samarkand,5985,7.3,215687,0,9
M00724,Fayz Plus,Grocery,Namangan,Namangan,3311,10.5,80114,1,9
M00725,Baxt Service,Electronics,Qarshi,Qashqadaryo,1622,32.0,141980,0,1
M00726,Zafar Trade,Clothing,Tashkent,Tashkent City,3680,27.8,37544,1,4
M00727,Nur Store,Cash,Tashkent,Tashkent City,4347,23.3,130857,1,0
M00728,Fayz Bozor,Transport,Urgench,Xorazm,2578,22.7,126924,0,2
M00729,Shams Trade,Online Shopping,Fergana,Fergana,5055,33.8,184508,0,2
M00730,Baxt Express,Online Shopping,Samarkand,Samarkand,6276,20.1,108684,1,0
M00731,Baraka Market,Telecom,Bukhara,Bukhara,1763,10.6,500453,0,8
M00732,Yulduz Store,Grocery,Fergana,Fergana,1032,19.0,30837,0,8
M00733,Baxt Express,Clothing,Bukhara,Bukhara,3189,21.9,46873,0,7
M00734,Nur Service,Online Shopping,Samarkand,Samarkand,8771,19.2,55808,0,7
M00735,Shams Center,Transport,Fergana,Fergana,6150,8.2,116207,1,9
M00736,Kumush Center,Clothing,Tashkent,Tashkent City,5378,24.9,64327,0,0
M00737,Yulduz Express,Pharmacy,Guliston,Sirdaryo,3029,35.8,47002,0,9
M00738,Yulduz Center,Grocery,Termez,Surxondaryo,6276,16.9,80150,0,2
M00739,Nur Market,ATM,Bukhara,Bukhara,7477,56.0,36937,1,3
M00740,Oltin Plus,Electronics,Guliston,Sirdaryo,3250,6.6,160483,0,4
M00741,Oltin Shop,Electronics,Fergana,Fergana,6998,21.4,153365,0,2
M00742,Zafar Market,Electronics,Namangan,Namangan,2128,14.3,43480,1,9
M00743,Nur Trade,Fuel,Andijan,Andijan,5476,25.2,240870,1,1
M00744,Oltin Bozor,Pharmacy,Urgench,Xorazm,7268,10.0,41269,0,5
M00745,Baxt Center,Electronics,Termez,Surxondaryo,6031,24.5,77934,1,5
M00746,Nur Market,Telecom,Andijan,Andijan,9753,39.0,143753,0,0
M00747,Shams Service,Online Shopping,Guliston,Sirdaryo,3908,13.5,126446,1,8
M00748,Shams Market,Restaurant,Tashkent,Tashkent City,1433,33.0,34368,0,5
M00749,Zafar Shop,Telecom,Nukus,Karakalpakstan,5944,5.0,171360,0,7
M00750,Baraka Shop,Restaurant,Namangan,Namangan,9740,18.0,115521,0,8
M00751,Baraka Center,Online Shopping,Jizzakh,Jizzakh,3891,7.3,546246,0,2
M00752,Fayz Bozor,Pharmacy,Bukhara,Bukhara,8241,17.5,193153,0,3
M00753,Shams Store,Pharmacy,Guliston,Sirdaryo,9160,10.9,389162,0,4
M00754,Oltin Shop,Electronics,Termez,Surxondaryo,2648,41.4,56457,0,3
M00755,Baraka Trade,Clothing,Jizzakh,Jizzakh,1749,11.1,33964,0,7
M00756,Nur Service,Clothing,Andijan,Andijan,3842,21.6,346520,0,2
M00757,Nur Center,Electronics,Bukhara,Bukhara,2829,10.2,158540,0,3
M00758,Zafar Shop,ATM,Bukhara,Bukhara,9889,30.4,518012,0,1
M00759,Baraka Center,Utilities,Termez,Surxondaryo,3268,13.8,295052,0,3
M00760,Zafar Center,Electronics,Samarkand,Samarkand,9082,25.9,282046,1,0
M00761,Mehr Plus,Clothing,Andijan,Andijan,8089,3.1,172805,0,7
M00762,Shams Center,Online Shopping,Nukus,Karakalpakstan,9301,6.0,60475,0,5
M00763,Nur Express,Grocery,Bukhara,Bukhara,5069,36.5,53448,0,4
M00764,Nur Service,Fuel,Nukus,Karakalpakstan,7008,10.3,23717,1,9
M00765,Baraka Service,Electronics,Nukus,Karakalpakstan,5995,11.8,78934,0,0
M00766,Oltin Market,Restaurant,Samarkand,Samarkand,5429,25.5,119008,0,4
M00767,Baxt Trade,Restaurant,Nukus,Karakalpakstan,3658,17.5,110732,1,8
M00768,Baxt Service,Telecom,Fergana,Fergana,2916,11.2,121594,1,9
M00769,Mehr Center,Telecom,Qarshi,Qashqadaryo,3419,12.1,21860,0,9
M00770,Yulduz Trade,Online Shopping,Namangan,Namangan,3584,9.5,140580,0,6
M00771,Zafar Service,Pharmacy,Namangan,Namangan,6836,44.0,407697,0,8
M00772,Baraka Express,Electronics,Guliston,Sirdaryo,1652,19.4,63483,0,8
M00773,Mehr Trade,Pharmacy,Tashkent,Tashkent City,7174,12.9,38092,0,5
M00774,Zafar Center,Cash,Namangan,Namangan,7245,12.7,34068,0,4
M00775,Yulduz Center,Electronics,Namangan,Namangan,5663,64.0,72336,0,7
M00776,Oltin Trade,ATM,Bukhara,Bukhara,8932,15.2,88784,0,4
M00777,Mehr Market,Restaurant,Urgench,Xorazm,7333,20.8,139367,0,7
M00778,Yulduz Express,Online Shopping,Jizzakh,Jizzakh,6538,16.4,221790,0,1
M00779,Mehr Trade,Restaurant,Jizzakh,Jizzakh,7957,9.2,55280,1,4
M00780,Shams Bozor,ATM,Bukhara,Bukhara,5868,28.6,79032,0,3
M00781,Zafar Center,Clothing,Tashkent,Tashkent City,1915,32.4,32196,0,3
M00782,Baraka Express,Electronics,Jizzakh,Jizzakh,7166,18.0,188557,1,7
M00783,Shams Bozor,Transport,Bukhara,Bukhara,3112,21.1,87398,0,9
M00784,Nur Bozor,Pharmacy,Urgench,Xorazm,1568,13.7,98508,0,6
M00785,Oltin Market,Grocery,Tashkent,Tashkent City,6595,8.9,338413,0,4
M00786,Kumush Express,Online Shopping,Qarshi,Qashqadaryo,3609,28.8,129380,1,6
M00787,Fayz Store,Grocery,Nukus,Karakalpakstan,8864,12.0,460674,1,1
M00788,Kumush Shop,Utilities,Jizzakh,Jizzakh,4524,14.2,216039,0,7
M00789,Nur Trade,Restaurant,Bukhara,Bukhara,8300,11.1,84351,0,1
M00790,Kumush Express,ATM,Tashkent,Tashkent City,8504,20.8,48665,1,9
M00791,Mehr Service,Telecom,Urgench,Xorazm,6245,36.9,104614,0,3
M00792,Shams Market,Restaurant,Andijan,Andijan,3424,16.8,268773,0,4
M00793,Baraka Express,Electronics,Urgench,Xorazm,4993,6.8,39104,0,4
M00794,Shams Market,Fuel,Namangan,Namangan,1849,23.0,73247,1,2
M00795,Mehr Market,Pharmacy,Nukus,Karakalpakstan,1291,11.1,61151,1,1
M00796,Oltin Plus,Cash,Fergana,Fergana,1376,19.6,84862,1,6
M00797,Nur Store,Electronics,Nukus,Karakalpakstan,9294,14.9,163649,1,4
M00798,Baxt Service,Telecom,Qarshi,Qashqadaryo,2180,12.0,139586,0,6
M00799,Baraka Market,Online Shopping,Fergana,Fergana,7699,32.1,137360,0,2
M00800,Baraka Store,Utilities,Nukus,Karakalpakstan,9517,17.3,39089,1,9
M00801,Yulduz Market,Electronics,Bukhara,Bukhara,3557,2.8,210525,1,9
M00802,Baraka Service,Restaurant,Bukhara,Bukhara,2857,26.2,265122,1,5
M00803,Fayz Bozor,Fuel,Termez,Surxondaryo,5551,10.5,98626,0,6
M00804,Shams Express,Transport,Jizzakh,Jizzakh,6395,23.7,58389,1,4
M00805,Mehr Trade,Utilities,Termez,Surxondaryo,3152,6.1,229543,0,4
M00806,Zafar Center,Transport,Samarkand,Samarkand,5036,18.4,348788,0,1
M00807,Mehr Service,Cash,Samarkand,Samarkand,9238,43.3,162026,0,7
M00808,Mehr Center,Telecom,Andijan,Andijan,5165,11.6,66982,1,9
M00809,Nur Center,Telecom,Namangan,Namangan,5035,16.7,51258,1,9
M00810,Yulduz Market,Grocery,Bukhara,Bukhara,3583,47.2,188519,0,7
M00811,Shams Plus,Grocery,Nukus,Karakalpakstan,8684,11.8,34281,1,0
M00812,Oltin Center,Cash,Nukus,Karakalpakstan,9488,30.9,39244,0,1
M00813,Oltin Bozor,Utilities,Jizzakh,Jizzakh,6577,39.6,141980,1,6
M00814,Baxt Trade,Utilities,Urgench,Xorazm,3020,29.3,420957,0,0
M00815,Zafar Store,Pharmacy,Samarkand,Samarkand,5726,9.7,300978,0,3
M00816,Shams Center,Restaurant,Fergana,Fergana,2329,45.3,162606,0,6
M00817,Kumush Store,Online Shopping,Tashkent,Tashkent City,9160,35.5,22557,0,6
M00818,Fayz Market,Grocery,Guliston,Sirdaryo,9318,4.1,16808,0,9
M00819,Baxt Plus,Telecom,Samarkand,Samarkand,2243,17.0,104411,1,5
M00820,Kumush Bozor,Clothing,Guliston,Sirdaryo,5432,39.5,492343,0,3
M00821,Mehr Shop,Telecom,Bukhara,Bukhara,1579,17.2,58779,0,0
M00822,Baxt Store,Restaurant,Guliston,Sirdaryo,5582,9.9,239232,1,5
M00823,Oltin Store,Clothing,Qarshi,Qashqadaryo,6966,9.1,153635,0,6
M00824,Yulduz Market,Clothing,Fergana,Fergana,7641,7.8,75825,0,8
M00825,Fayz Express,Fuel,Tashkent,Tashkent City,9237,40.5,86391,0,1
M00826,Yulduz Plus,Transport,Termez,Surxondaryo,9830,41.0,31200,0,9
M00827,Baraka Plus,Clothing,Tashkent,Tashkent City,2201,28.5,170585,0,8
M00828,Kumush Plus,Clothing,Fergana,Fergana,7431,16.1,71061,0,6
M00829,Oltin Shop,Restaurant,Jizzakh,Jizzakh,3185,17.2,236609,1,2
M00830,Baxt Service,Fuel,Urgench,Xorazm,7877,27.0,100196,1,2
M00831,Yulduz Market,Online Shopping,Samarkand,Samarkand,4597,5.5,94672,1,3
M00832,Fayz Shop,Online Shopping,Samarkand,Samarkand,6429,26.1,22111,0,9
M00833,Fayz Bozor,Restaurant,Namangan,Namangan,9387,37.2,151117,1,8
M00834,Shams Service,Electronics,Termez,Surxondaryo,9355,34.2,180570,0,2
M00835,Nur Service,Online Shopping,Andijan,Andijan,8673,18.7,328505,1,2
M00836,Nur Trade,Fuel,Qarshi,Qashqadaryo,5169,17.0,61043,0,0
M00837,Baraka Trade,Utilities,Urgench,Xorazm,9743,17.1,148337,0,6
M00838,Kumush Bozor,ATM,Termez,Surxondaryo,1005,17.3,165223,0,4
M00839,Yulduz Express,Transport,Jizzakh,Jizzakh,7963,25.0,43226,0,0
M00840,Oltin Center,Pharmacy,Jizzakh,Jizzakh,2939,14.3,72717,1,7
M00841,Mehr Market,Utilities,Urgench,Xorazm,4135,22.8,46436,0,0
M00842,Fayz Service,Online Shopping,Bukhara,Bukhara,9377,23.8,49651,1,0
M00843,Shams Center,Clothing,Fergana,Fergana,1474,11.1,87426,1,9
M00844,Shams Service,Cash,Urgench,Xorazm,2825,12.1,68968,1,9
M00845,Mehr Plus,Pharmacy,Fergana,Fergana,6537,10.4,118366,0,0
M00846,Fayz Market,Pharmacy,Urgench,Xorazm,9911,15.0,198091,0,8
M00847,Shams Store,Telecom,Nukus,Karakalpakstan,9051,26.7,192724,0,2
M00848,Shams Center,ATM,Guliston,Sirdaryo,5985,18.0,225150,1,5
M00849,Nur Center,Transport,Guliston,Sirdaryo,5020,14.8,97026,0,8
M00850,Kumush Center,Cash,Namangan,Namangan,4585,17.1,79475,0,6
M00851,Yulduz Service,Pharmacy,Guliston,Sirdaryo,4530,5.3,44819,1,5
M00852,Baraka Shop,Clothing,Andijan,Andijan,8082,44.6,210014,0,5
M00853,Nur Trade,Grocery,Urgench,Xorazm,8133,15.9,262068,0,2
M00854,Fayz Bozor,Utilities,Qarshi,Qashqadaryo,3677,25.3,326972,0,2
M00855,Kumush Market,Telecom,Jizzakh,Jizzakh,4593,12.7,154302,1,2
M00856,Zafar Store,Pharmacy,Jizzakh,Jizzakh,8392,23.7,82607,0,8
M00857,Baxt Plus,Grocery,Fergana,Fergana,7601,23.3,50318,0,2
M00858,Shams Store,Telecom,Samarkand,Samarkand,5693,17.2,41063,1,8
M00859,Shams Express,Pharmacy,Fergana,Fergana,2871,9.9,24984,1,3
M00860,Oltin Center,Pharmacy,Qarshi,Qashqadaryo,3146,63.5,273131,0,7
M00861,Fayz Store,Grocery,Termez,Surxondaryo,6700,17.3,162943,0,3
M00862,Oltin Service,Telecom,Termez,Surxondaryo,7289,3.0,777740,0,2
M00863,Shams Trade,Pharmacy,Andijan,Andijan,6128,19.7,108972,0,4
M00864,Baraka Express,Utilities,Urgench,Xorazm,5994,59.4,125625,0,7
M00865,Zafar Service,Clothing,Qarshi,Qashqadaryo,4947,15.3,160288,0,3
M00866,Nur Service,Restaurant,Termez,Surxondaryo,7758,10.3,193660,1,9
M00867,Zafar Store,Telecom,Nukus,Karakalpakstan,3959,11.2,69909,0,7
M00868,Yulduz Shop,Transport,Andijan,Andijan,6822,19.1,116046,1,3
M00869,Shams Bozor,Telecom,Guliston,Sirdaryo,6540,31.0,222387,0,8
M00870,Yulduz Shop,Restaurant,Termez,Surxondaryo,3126,4.0,428251,0,6
M00871,Baraka Center,Utilities,Andijan,Andijan,9527,18.5,57712,0,5
M00872,Baraka Shop,Telecom,Andijan,Andijan,7671,30.4,140244,1,3
M00873,Shams Service,Cash,Qarshi,Qashqadaryo,3765,13.9,129156,0,0
M00874,Baxt Service,Fuel,Nukus,Karakalpakstan,3546,17.3,96172,1,9
M00875,Mehr Market,Fuel,Tashkent,Tashkent City,1504,40.0,269485,0,5
M00876,Baxt Bozor,Grocery,Samarkand,Samarkand,5161,28.1,743656,0,9
M00877,Yulduz Shop,ATM,Fergana,Fergana,8904,14.8,160870,1,3
M00878,Fayz Market,Telecom,Bukhara,Bukhara,3407,25.6,64236,1,8
M00879,Fayz Trade,Clothing,Urgench,Xorazm,1164,25.0,38349,1,2
M00880,Baraka Trade,Restaurant,Andijan,Andijan,5069,32.5,113137,0,7
M00881,Zafar Service,Restaurant,Urgench,Xorazm,1574,18.3,255298,0,5
M00882,Shams Service,Grocery,Urgench,Xorazm,8139,22.2,101635,0,5
M00883,Oltin Shop,Transport,Jizzakh,Jizzakh,2290,31.1,147651,0,9
M00884,Mehr Service,Pharmacy,Qarshi,Qashqadaryo,4595,18.7,573019,1,3
M00885,Kumush Trade,Clothing,Fergana,Fergana,7721,14.2,201555,0,3
M00886,Baxt Express,Utilities,Termez,Surxondaryo,3256,7.4,125563,0,6
M00887,Zafar Store,Electronics,Qarshi,Qashqadaryo,1617,27.5,40913,0,1
M00888,Fayz Trade,Clothing,Jizzakh,Jizzakh,8093,15.4,228417,1,7
M00889,Mehr Trade,Transport,Namangan,Namangan,5461,26.9,187545,0,1
M00890,Zafar Plus,Transport,Samarkand,Samarkand,1663,34.9,232291,0,9
M00891,Baxt Store,Online Shopping,Guliston,Sirdaryo,2243,13.8,44044,0,3
M00892,Mehr Express,Transport,Urgench,Xorazm,9038,9.8,117004,0,6
M00893,Fayz Service,Pharmacy,Qarshi,Qashqadaryo,6003,16.0,190865,0,5
M00894,Baxt Shop,Clothing,Samarkand,Samarkand,3326,49.9,37095,0,5
M00895,Baxt Service,Electronics,Namangan,Namangan,5375,14.2,133393,0,1
M00896,Mehr Plus,Grocery,Namangan,Namangan,9870,17.4,286140,1,4
M00897,Shams Bozor,Utilities,Jizzakh,Jizzakh,3796,35.9,71813,0,7
M00898,Kumush Express,Transport,Andijan,Andijan,2899,2.2,280062,0,4
M00899,Kumush Trade,Transport,Qarshi,Qashqadaryo,6146,7.7,122668,0,9
M00900,Yulduz Market,Utilities,Guliston,Sirdaryo,8418,17.4,129642,1,6
M00901,Oltin Bozor,Transport,Termez,Surxondaryo,3758,13.0,263697,0,9
M00902,Baxt Store,Grocery,Fergana,Fergana,1794,18.8,69490,1,7
M00903,Oltin Store,Cash,Samarkand,Samarkand,8563,8.7,42657,1,5
M00904,Baxt Trade,Grocery,Namangan,Namangan,8456,17.7,97029,1,1
M00905,Zafar Center,Cash,Tashkent,Tashkent City,9339,27.0,156016,1,0
M00906,Fayz Bozor,Fuel,Samarkand,Samarkand,4161,2.8,158762,1,2
M00907,Baxt Store,Grocery,Qarshi,Qashqadaryo,5667,15.3,154481,1,8
M00908,Baxt Service,Cash,Termez,Surxondaryo,5250,6.3,66161,0,4
M00909,Nur Plus,Electronics,Bukhara,Bukhara,2110,7.8,175519,0,8
M00910,Nur Service,Transport,Namangan,Namangan,6622,19.6,110326,0,4
M00911,Baraka Express,Utilities,Termez,Surxondaryo,3901,42.1,407028,0,2
M00912,Baraka Trade,Clothing,Tashkent,Tashkent City,9067,13.4,244440,0,8
M00913,Shams Market,Restaurant,Qarshi,Qashqadaryo,8388,38.4,181788,1,5
M00914,Yulduz Bozor,Electronics,Nukus,Karakalpakstan,2998,12.1,103799,0,1
M00915,Fayz Bozor,Grocery,Namangan,Namangan,2872,24.2,90262,1,3
M00916,Fayz Store,Clothing,Nukus,Karakalpakstan,2124,20.8,100110,1,1
M00917,Yulduz Center,Electronics,Nukus,Karakalpakstan,2147,5.9,149552,1,6
M00918,Mehr Trade,Transport,Jizzakh,Jizzakh,5079,26.2,262516,1,7
M00919,Baxt Market,Utilities,Urgench,Xorazm,9663,46.1,37127,0,7
M00920,Kumush Service,ATM,Guliston,Sirdaryo,5753,5.7,80364,0,2
M00921,Baxt Bozor,Clothing,Termez,Surxondaryo,5958,13.9,325289,0,3
M00922,Nur Market,Clothing,Nukus,Karakalpakstan,4632,18.2,76041,0,4
M00923,Fayz Plus,Fuel,Namangan,Namangan,5158,6.6,60979,0,0
M00924,Baxt Trade,Transport,Qarshi,Qashqadaryo,5444,9.6,281987,0,9
M00925,Fayz Center,Fuel,Fergana,Fergana,9309,23.6,179251,0,3
M00926,Fayz Bozor,ATM,Jizzakh,Jizzakh,1567,19.0,143195,0,1
M00927,Yulduz Shop,Telecom,Nukus,Karakalpakstan,5827,26.3,195469,1,2
M00928,Fayz Plus,ATM,Termez,Surxondaryo,6214,14.7,95588,0,0
M00929,Yulduz Express,Clothing,Tashkent,Tashkent City,5453,41.3,123349,0,4
M00930,Kumush Plus,Cash,Nukus,Karakalpakstan,4855,16.6,129311,0,9
M00931,Baxt Service,Transport,Andijan,Andijan,3701,30.9,92493,0,9
M00932,Baraka Express,Pharmacy,Qarshi,Qashqadaryo,4984,19.7,92048,1,3
M00933,Oltin Express,Utilities,Samarkand,Samarkand,7080,22.4,59437,1,0
M00934,Baxt Service,Online Shopping,Samarkand,Samarkand,3818,38.4,80410,1,1
M00935,Shams Shop,Grocery,Bukhara,Bukhara,7425,12.0,84458,1,3
M00936,Nur Center,Restaurant,Fergana,Fergana,8353,25.7,26926,0,6
M00937,Shams Bozor,Electronics,Andijan,Andijan,2218,13.1,194214,1,4
M00938,Baraka Center,Pharmacy,Tashkent,Tashkent City,6852,11.1,148542,0,7
M00939,Kumush Plus,Telecom,Guliston,Sirdaryo,8025,32.3,393058,1,4
M00940,Kumush Service,ATM,Qarshi,Qashqadaryo,7902,12.7,41804,1,5
M00941,Oltin Trade,Online Shopping,Qarshi,Qashqadaryo,4979,13.5,53321,1,2
M00942,Oltin Bozor,Clothing,Qarshi,Qashqadaryo,3592,9.7,253535,0,4
M00943,Nur Shop,Electronics,Namangan,Namangan,4771,26.1,45591,0,7
M00944,Shams Trade,Fuel,Tashkent,Tashkent City,7985,21.8,115496,1,1
M00945,Yulduz Service,Pharmacy,Samarkand,Samarkand,9140,14.0,98562,0,2
M00946,Mehr Service,Cash,Urgench,Xorazm,5830,14.9,408335,0,6
M00947,Nur Shop,Restaurant,Andijan,Andijan,2408,3.4,114959,0,1
M00948,Fayz Service,Grocery,Guliston,Sirdaryo,1772,11.5,114606,0,4
M00949,Baraka Center,Restaurant,Namangan,Namangan,5408,6.8,142913,0,8
M00950,Shams Express,Telecom,Nukus,Karakalpakstan,5769,22.3,60163,0,2
M00951,Mehr Service,ATM,Jizzakh,Jizzakh,5057,22.8,79741,1,8
M00952,Shams Service,Transport,Termez,Surxondaryo,7764,49.7,49719,0,4
M00953,Kumush Trade,Telecom,Fergana,Fergana,6413,15.5,201377,0,5
M00954,Shams Store,Online Shopping,Fergana,Fergana,5750,6.3,208333,0,4
M00955,Yulduz Center,Pharmacy,Guliston,Sirdaryo,3000,31.9,60957,0,2
M00956,Oltin Shop,Cash,Nukus,Karakalpakstan,7038,30.0,97548,0,8
M00957,Kumush Plus,Pharmacy,Namangan,Namangan,3221,13.4,136133,0,9
M00958,Oltin Shop,Utilities,Urgench,Xorazm,9587,71.3,39563,0,5
M00959,Fayz Shop,Cash,Samarkand,Samarkand,1460,37.4,183772,0,2
M00960,Shams Market,Pharmacy,Tashkent,Tashkent City,2567,15.3,50926,0,3
M00961,Nur Shop,Pharmacy,Jizzakh,Jizzakh,8287,33.0,30966,0,4
M00962,Baxt Center,Transport,Jizzakh,Jizzakh,9840,15.8,125698,1,3
M00963,Yulduz Plus,Electronics,Qarshi,Qashqadaryo,1851,35.0,194574,1,9
M00964,Oltin Bozor,Utilities,Bukhara,Bukhara,2401,19.5,246063,0,2
M00965,Baxt Plus,Restaurant,Termez,Surxondaryo,6516,24.4,173445,1,7
M00966,Baxt Express,Online Shopping,Guliston,Sirdaryo,9891,33.2,69509,1,6
M00967,Mehr Store,Utilities,Samarkand,Samarkand,1269,35.2,526191,0,4
M00968,Shams Shop,Electronics,Bukhara,Bukhara,4541,60.2,126200,1,7
M00969,Baxt Bozor,Cash,Namangan,Namangan,6319,19.3,57155,1,4
M00970,Shams Center,Cash,Namangan,Namangan,6632,2.8,260115,1,1
M00971,Oltin Plus,Cash,Tashkent,Tashkent City,3058,37.3,151288,0,2
M00972,Baraka Market,Grocery,Samarkand,Samarkand,1152,7.4,609626,0,7
M00973,Fayz Express,Fuel,Namangan,Namangan,6988,12.8,413727,0,7
